      Wavelength  Flux
      microns     Jy
      2.88293     0.204495
      2.88365     0.221611
      2.88437     0.212411
      2.88509     0.192841
      2.88581     0.179034
      2.88653     0.171618
      2.88725     0.162484
      2.88797     0.143609
      2.88870     0.118055
      2.88942    0.0959190
      2.89014    0.0849428
      2.89086    0.0837059
      2.89159    0.0895915
      2.89231    0.0975148
      2.89303     0.103874
      2.89376     0.101990
      2.89448    0.0907449
      2.89520    0.0838501
      2.89593    0.0889350
      2.89665    0.0978683
      2.89738    0.0888230
      2.89810    0.0551809
      2.89882    0.0275803
      2.89955    0.0311271
      2.90027    0.0558408
      2.90100    0.0753875
      2.90173    0.0796278
      2.90245    0.0824022
      2.90318    0.0855728
      2.90390    0.0858068
      2.90463    0.0808588
      2.90535    0.0693967
      2.90608    0.0512308
      2.90681    0.0264754
      2.90753   0.00709044
      2.90826  -0.00306757
      2.90899  -0.00708147
      2.90972  -0.00977801
      2.91044   -0.0107589
      2.91117   0.00111315
      2.91190    0.0400750
      2.91263    0.0987618
      2.91336     0.153970
      2.91408     0.184987
      2.91481     0.193915
      2.91554     0.190397
      2.91627     0.178564
      2.91700     0.154104
      2.91773     0.127588
      2.91846     0.108328
      2.91919     0.101369
      2.91992    0.0967893
      2.92065    0.0801906
      2.92138    0.0534543
      2.92211    0.0301726
      2.92284    0.0221026
      2.92357    0.0347749
      2.92430    0.0624852
      2.92503    0.0962716
      2.92576     0.125261
      2.92649     0.132992
      2.92723     0.123691
      2.92796    0.0970245
      2.92869    0.0584887
      2.92942    0.0208428
      2.93016   0.00213778
      2.93089    0.0134296
      2.93162    0.0449469
      2.93235    0.0796921
      2.93309     0.106028
      2.93382     0.115346
      2.93455     0.108163
      2.93529    0.0940463
      2.93602    0.0938152
      2.93676     0.124494
      2.93749     0.182241
      2.93822     0.238573
      2.93896     0.268587
      2.93969     0.263573
      2.94043     0.231888
      2.94116     0.192458
      2.94190     0.161228
      2.94263     0.136476
      2.94337    0.0989226
      2.94411    0.0347977
      2.94484   -0.0415377
      2.94558    -0.103369
      2.94632    -0.118356
      2.94705   -0.0828222
      2.94779   -0.0202180
      2.94853    0.0388389
      2.94926    0.0680956
      2.95000    0.0537193
      2.95074    0.0244753
      2.95148    0.0243885
      2.95221    0.0677557
      2.95295     0.120507
      2.95369     0.155512
      2.95443     0.166133
      2.95517     0.153318
      2.95591     0.110786
      2.95665    0.0509770
      2.95738  0.000368258
      2.95812   -0.0261883
      2.95886   -0.0419570
      2.95960   -0.0644439
      2.96034   -0.0890145
      2.96108   -0.0997892
      2.96182   -0.0934118
      2.96256   -0.0737119
      2.96331   -0.0453130
      2.96405   -0.0214412
      2.96479   -0.0143714
      2.96553   -0.0300024
      2.96627   -0.0470095
      2.96701   -0.0434936
      2.96775  -0.00987559
      2.96850    0.0451869
      2.96924     0.100987
      2.96998     0.136547
      2.97072     0.147685
      2.97147     0.146785
      2.97221     0.160325
      2.97295     0.187564
      2.97370     0.199562
      2.97444     0.180548
      2.97518     0.142984
      2.97593     0.110484
      2.97667    0.0987498
      2.97741     0.103574
      2.97816     0.114311
      2.97890     0.128971
      2.97965     0.159167
      2.98039     0.191405
      2.98114     0.198349
      2.98188     0.169625
      2.98263     0.134811
      2.98338     0.125221
      2.98412     0.148905
      2.98487     0.186728
      2.98561     0.223569
      2.98636     0.245241
      2.98711     0.241294
      2.98785     0.208561
      2.98860     0.164338
      2.98935     0.128748
      2.99010     0.105927
      2.99084    0.0874161
      2.99159    0.0786991
      2.99234    0.0845094
      2.99309    0.0975317
      2.99384    0.0987966
      2.99458    0.0837279
      2.99533    0.0772867
      2.99608    0.0961098
      2.99683     0.123049
      2.99758     0.131366
      2.99833     0.120209
      2.99908     0.112181
      2.99983     0.120691
      3.00058     0.139097
      3.00133     0.169247
      3.00208     0.213693
      3.00283     0.256501
      3.00358     0.276237
      3.00433     0.269211
      3.00508     0.252491
      3.00584     0.242074
      3.00659     0.241264
      3.00734     0.239332
      3.00809     0.226828
      3.00884     0.202426
      3.00959     0.170615
      3.01035     0.138460
      3.01110     0.114531
      3.01185     0.106747
      3.01261     0.108267
      3.01336     0.108624
      3.01411     0.105904
      3.01487     0.111262
      3.01562     0.131036
      3.01637     0.146218
      3.01713     0.139170
      3.01788     0.115717
      3.01882     0.116390
      3.01958     0.127601
      3.02033     0.135020
      3.02109     0.139281
      3.02185     0.144282
      3.02260     0.159309
      3.02336     0.180118
      3.02411     0.178087
      3.02487     0.123423
      3.02562    0.0422200
      3.02638    0.0800464
      3.02714    0.0952532
      3.02789    0.0632067
      3.02865    0.0885592
      3.02941     0.111681
      3.03017    0.0426804
      3.03092    0.0396969
      3.03168    0.0402818
      3.03244    0.0122210
      3.03320    0.0103705
      3.03396  -0.00948465
      3.03472   -0.0125464
      3.03547   0.00344277
      3.03623    0.0242512
      3.03699    0.0365248
      3.03775    0.0336500
      3.03851    0.0262405
      3.03927    0.0183188
      3.04003    0.0154400
      3.04079    0.0264509
      3.04155    0.0406637
      3.04231    0.0434574
      3.04307    0.0411270
      3.04383    0.0447430
      3.04459    0.0523809
      3.04536    0.0574384
      3.04612    0.0545195
      3.04688    0.0451653
      3.04764    0.0351429
      3.04840    0.0209298
      3.04916  -0.00562479
      3.04993   -0.0366985
      3.05069   -0.0484998
      3.05145   -0.0375577
      3.05222  -0.00941913
      3.05298    0.0173745
      3.05374    0.0330414
      3.05451    0.0415871
      3.05527    0.0508398
      3.05603    0.0566723
      3.05680    0.0545155
      3.05756    0.0405038
      3.05833    0.0149127
      3.05909   -0.0110467
      3.05986   -0.0177464
      3.06062  -0.00205880
      3.06139    0.0281842
      3.06215    0.0489781
      3.06292    0.0459675
      3.06368    0.0221158
      3.06445  -0.00515616
      3.06521   -0.0117272
      3.06598  0.000368658
      3.06675    0.0160400
      3.06751    0.0247208
      3.06828    0.0285031
      3.06905    0.0311186
      3.06982    0.0308378
      3.07058    0.0282573
      3.07135    0.0305244
      3.07212    0.0377906
      3.07289    0.0429109
      3.07366    0.0423218
      3.07442    0.0374380
      3.07519    0.0382932
      3.07596    0.0483102
      3.07673    0.0747218
      3.07750    0.0972615
      3.07827    0.0985613
      3.07904    0.0837554
      3.07981    0.0600249
      3.08058    0.0272752
      3.08135  -0.00387124
      3.08212   -0.0179608
      3.08289   -0.0184211
      3.08366   -0.0191511
      3.08443   -0.0170931
      3.08520  -0.00425484
      3.08597   0.00980307
      3.08675   0.00837896
      3.08752    0.0134020
      3.08829   0.00417811
      3.08906    0.0174345
      3.08983    0.0683632
      3.09061     0.116964
      3.09138    0.0902443
      3.09215  -0.00409889
      3.09293   -0.0285628
      3.09370    0.0228165
      3.09447     0.103786
      3.09525     0.231064
      3.09602     0.261807
      3.09679     0.254856
      3.09757     0.220363
      3.09834     0.185817
      3.09912     0.166187
      3.09989     0.172750
      3.10067     0.185503
      3.10144     0.182592
      3.10222     0.158607
      3.10299     0.124110
      3.10377    0.0967290
      3.10455    0.0931396
      3.10532    0.0906795
      3.10610    0.0662726
      3.10688    0.0303715
      3.10765   0.00132796
      3.10843  -0.00428094
      3.10921  -0.00338230
      3.10998   -0.0214024
      3.11076   -0.0595656
      3.11154   -0.0914965
      3.11232   -0.0992943
      3.11310   -0.0807637
      3.11387   -0.0440614
      3.11465  -0.00660282
      3.11543   0.00918429
      3.11621    0.0110194
      3.11699    0.0158436
      3.11777    0.0170327
      3.11855  -0.00416209
      3.11933   -0.0350799
      3.12011   -0.0543732
      3.12089   -0.0526805
      3.12167   -0.0478675
      3.12245   -0.0532317
      3.12323   -0.0639257
      3.12401   -0.0598353
      3.12479   -0.0437061
      3.12557   -0.0385433
      3.12635   -0.0564626
      3.12714   -0.0969063
      3.12792    -0.156821
      3.12870    -0.201920
      3.12948    -0.194959
      3.13026    -0.139236
      3.13105   -0.0701803
      3.13183   -0.0196444
      3.13261   0.00767596
      3.13340    0.0183716
      3.13418    0.0368069
      3.13496    0.0619810
      3.13575    0.0845427
      3.13653    0.0949232
      3.13732    0.0991295
      3.13810    0.0979731
      3.13889    0.0947817
      3.13967    0.0909886
      3.14045    0.0919782
      3.14124    0.0858090
      3.14203    0.0676129
      3.14281    0.0525681
      3.14360    0.0535848
      3.14438    0.0658333
      3.14517    0.0705103
      3.14596    0.0638696
      3.14674    0.0615093
      3.14753    0.0807712
      3.14832     0.106700
      3.14910     0.114616
      3.14989    0.0868350
      3.15068    0.0370743
      3.15147  -0.00292490
      3.15225   -0.0143184
      3.15304  -0.00216403
      3.15383    0.0188140
      3.15462    0.0276264
      3.15541    0.0117018
      3.15620   -0.0213434
      3.15699   -0.0471496
      3.15777   -0.0410856
      3.15856   -0.0131270
      3.15935    0.0328579
      3.16014    0.0902453
      3.16093     0.153001
      3.16172     0.200190
      3.16252     0.224522
      3.16331     0.223252
      3.16410     0.208568
      3.16489     0.194792
      3.16568     0.195275
      3.16647     0.194133
      3.16726     0.166538
      3.16805     0.115330
      3.16885    0.0573863
      3.16964    0.0135433
      3.17043   0.00318350
      3.17122    0.0173474
      3.17202    0.0270975
      3.17281    0.0174112
      3.17360   -0.0107844
      3.17440   -0.0381515
      3.17519   -0.0537275
      3.17598   -0.0556421
      3.17678   -0.0425583
      3.17757   -0.0178298
      3.17837    0.0129796
      3.17916    0.0403994
      3.17996    0.0625774
      3.18075    0.0796414
      3.18155    0.0869519
      3.18234    0.0757929
      3.18314    0.0571856
      3.18393    0.0513545
      3.18473    0.0733363
      3.18553     0.106419
      3.18632     0.154639
      3.18712     0.235475
      3.18792     0.372238
      3.18871     0.544430
      3.18951     0.665745
      3.19031     0.678826
      3.19111     0.576500
      3.19190     0.418087
      3.19270     0.277979
      3.19350     0.191441
      3.19430     0.144658
      3.19510     0.107763
      3.19590    0.0620270
      3.19670    0.0164748
      3.19749   -0.0218663
      3.19829   -0.0380456
      3.19909   -0.0182798
      3.19989    0.0295155
      3.20069    0.0745743
      3.20149    0.0975527
      3.20229     0.112791
      3.20310     0.149868
      3.20390     0.205480
      3.20470     0.244944
      3.20550     0.251707
      3.20630     0.229063
      3.20710     0.190987
      3.20790     0.140019
      3.20871    0.0962021
      3.20951    0.0758624
      3.21031    0.0668721
      3.21111    0.0617803
      3.21192    0.0569302
      3.21272    0.0602582
      3.21352    0.0807799
      3.21433     0.119418
      3.21513     0.163314
      3.21593     0.198179
      3.21674     0.223128
      3.21754     0.236899
      3.21835     0.241721
      3.21915     0.240543
      3.21996     0.231478
      3.22076     0.197328
      3.22157     0.133501
      3.22237    0.0703155
      3.22318    0.0388453
      3.22398    0.0521906
      3.22479    0.0882957
      3.22560     0.119864
      3.22640     0.137210
      3.22721     0.154252
      3.22802     0.178268
      3.22882     0.210310
      3.22963     0.232179
      3.23044     0.246398
      3.23125     0.271845
      3.23205     0.334784
      3.23286     0.431797
      3.23367     0.524300
      3.23448     0.567237
      3.23529     0.530293
      3.23610     0.431359
      3.23691     0.330577
      3.23771     0.273027
      3.23852     0.260449
      3.23933     0.263620
      3.24014     0.267583
      3.24095     0.279402
      3.24176     0.302345
      3.24257     0.315377
      3.24339     0.297604
      3.24420     0.252944
      3.24501     0.199239
      3.24582     0.153963
      3.24663     0.125292
      3.24744     0.131346
      3.24825     0.156725
